open,high,low,close,volume,ticker,date,ret_1d,ret_3d,ret_5d,sma5,sma10,sma20,ema12,ema26,macd,macd_signal,macd_hist,rsi14,bb_upper,bb_lower,bb_pct,vol5,vol20,vol_ratio,dist_sma5,dist_sma20,above_sma5,above_sma20,sma5_above_sma20,day_of_week,month,is_monday,is_friday,price_change_1d,label_1d,price_change_3d,label_3d,price_change_5d,label_5d,sentiment_score,sentiment_label,ticker_enc
205.1231000541341,211.8052211847486,204.61748547057303,208.01803588867188,63516400,AAPL,2024-08-07,0.01249807733598951,-0.04566551688267173,-0.055205329233879996,211.07953491210938,214.05674591064454,219.66317825317384,214.28229729887155,215.77262924544942,-1.490331946577868,0.7922490497486873,-2.2825809963265553,28.931912558681475,234.8051805316664,204.52117597468128,0.11546887424663786,0.023913785875885326,0.01709067476548595,1.0694131759271754,-0.014504006865053364,-0.0530136295810138,0,0,0,2,8,0,0,1.6633,1,3.7946,1,5.7938,1,0.0888,neutral,0
211.27980900719393,212.36044444161047,207.0365669160157,211.47808837890625,47161100,AAPL,2024-08-08,0.01663342544050428,0.019305156742286833,-0.023126909509765703,210.07821044921874,213.64233856201173,218.95630264282227,213.8508805419538,215.45451510718698,-1.6036345652331647,0.31307232675231683,-1.9167068919854815,35.30987664623446,234.2475248156621,203.66508046998243,0.2554736246833742,0.026453249466889518,0.017187422168474666,0.8059491881054518,0.0066636036488224555,-0.03415391187032891,1,0,0,3,8,0,0,1.3736,1,3.8517,1,5.471,1,0.1506,positive,0
210.27848952903548,214.91829038971974,210.1496011292121,214.3829345703125,42201600,AAPL,2024-08-09,0.013735920414608804,0.04347831253563572,-0.016464960942952578,209.3604309082031,213.47181549072266,218.24744415283203,213.93273500785514,215.37513877112218,-1.4424037632670377,-0.03802289125155406,-1.4043808720154836,40.35486874425291,232.9678924407984,203.52699586486565,0.36873668833688256,0.027346592239151108,0.017221920399489467,0.7279404249924212,0.023989746488015065,-0.017707009571270547,1,0,0,4,8,0,1,0.713,1,2.6529,1,4.6576,1,0.2151,positive,0
214.46232494953352,217.8767166928247,213.99582080224636,215.9114532470703,38028100,AAPL,2024-08-12,0.007129852382240287,0.037945831594251134,0.04067357229058288,211.04816284179688,213.42638549804687,217.4236686706543,214.23715319850362,215.41486576934054,-1.177712570836917,-0.2659608271686266,-0.9117517436682903,41.07885519943742,230.57256361736648,204.27477372394213,0.44249648239814193,0.010528695986952394,0.016768482726610454,0.6701717182744938,0.02304350978368377,-0.006955155493556896,1,0,0,0,8,1,0,1.7193,1,3.3053,1,3.8432,1,-0.0877,neutral,0
217.380462936734,220.2390393048837,217.380462936734,219.6236572265625,44155300,AAPL,2024-08-13,0.01719317768309514,0.03851731831934191,0.06898678150389426,213.8828338623047,213.6966552734375,216.76468353271486,215.06584612589728,215.72662809950515,-0.6607819736078682,-0.344925056456475,-0.3158569171513932,53.951370319153924,227.8230325908861,205.7063344745436,0.6292676546100623,0.004033517097136153,0.01736884676112868,0.7775207776951045,0.026840972978475135,0.013189296555387257,1,1,0,1,8,0,0,0.2034,1,2.1603,1,2.3681,1,-0.0845,neutral,0
218.9288446755302,221.37053243582614,218.06530765715263,220.07028198242188,41960600,AAPL,2024-08-14,0.002033591287475156,0.026528918561118386,0.05793846693274318,216.29328308105468,213.68640899658203,216.42247772216797,215.83575933459338,216.04838023898046,-0.21262090438708015,-0.31846422604259605,0.10584332165551591,56.032617423220266,226.5420972861786,206.30285815815733,0.6802342586349147,0.0065642007842902925,0.016559083335665584,0.7490208958847281,0.017462395722902705,0.0168550157019123,1,1,0,2,8,0,0,1.3531,1,1.8808,1,2.1108,1,-0.0435,neutral,0
222.9288713384501,223.67329096872731,221.10255033510867,223.0479736328125,46414000,AAPL,2024-08-15,0.013530639501013964,0.033052995931511564,0.054709617164575564,218.60726013183594,214.34273529052734,216.46214065551757,216.94533076508864,216.56686863852357,0.3784621265650685,-0.17907895552106315,0.5575410820861316,58.83696834006397,226.68371296635058,206.24056834468456,0.8221536166942236,0.006067129643268872,0.016235867314254557,0.843284204436917,0.02031365974898769,0.03042487225410822,1,1,1,3,8,0,0,0.5919,1,0.7965,1,-0.0846,0,0.0276,neutral,0
222.25393109506462,225.1422830006272,221.98593577772976,224.3680877685547,44340200,AAPL,2024-08-16,0.005918521088720485,0.021602547748751144,0.046576250195732305,220.6042907714844,214.98236083984375,216.5613655090332,218.0872933810065,217.1447367222296,0.9425566587769083,0.04524816733853115,0.8973084914383771,59.898620681063974,227.05974718999613,206.0629838280703,0.8718059838120513,0.00610427744843616,0.016284429377383478,0.8091424287722012,0.017061304582552637,0.036048545598941766,1,1,1,4,8,0,1,-0.0708,0,0.1548,1,0.3495,1,0.0761,neutral,0
224.0405257400108,224.30852103873067,221.38045847347976,224.20925903320312,40687800,AAPL,2024-08-19,-0.0007078936088067422,0.018807523730586473,0.03843152209548384,222.26385192871095,216.6560073852539,216.6699981689453,219.02913425057523,217.6680346711906,1.3610995793846143,0.30841844974774785,1.0526811296368666,59.10466458565566,227.44816403918577,205.89183229870486,0.8497469307011076,0.007583447634643905,0.016279668535775182,0.7476172202331336,0.008752692296164053,0.03479605357442788,1,1,1,0,8,1,0,0.2745,1,-0.6021,0,0.5711,1,-0.0709,neutral,0
224.0901616619868,225.47973889834265,223.7725353535306,224.82464599609375,30299000,AAPL,2024-08-20,0.0027446991508923713,0.007965427052953444,0.02368136855204961,223.30404968261718,218.59344177246095,216.7573501586914,219.92075144219345,218.19815402859084,1.7225974136026139,0.591254242518721,1.1313431710838928,56.22100105905184,227.77972277402426,205.73497754335853,0.8659509670955166,0.005469075819069374,0.016259861280601626,0.5617142229993786,0.006809533081185956,0.03721809586385958,1,1,1,1,8,0,0,-0.0486,0,0.1457,1,0.6711,1,0.0117,neutral,0
224.8345868015738,226.28371522001356,223.37552309496598,224.71546936035156,34765500,AAPL,2024-08-21,-0.0004856079512923772,0.001548266490354111,0.021107744926235572,224.23308715820312,220.2631851196289,217.15996551513672,220.65840035267934,218.68091812723978,1.9774822254395588,0.8684998391028886,1.1089823863366701,62.17213860159106,228.74190356944462,205.57802746082882,0.8261761463824442,0.005877380162848806,0.014738902408333357,0.6610713308810757,0.0021512534490867007,0.034792342259274314,1,1,1,2,8,0,0,-0.826,0,0.3445,1,0.0398,1,0.0327,neutral,0
226.09511339685906,226.64102413052154,222.2340576918725,222.859375,43695300,AAPL,2024-08-22,-0.00825975339230045,-0.006020643567637984,-0.0008455518772072512,224.19536743164062,221.40131378173828,217.521826171875,220.9970118368825,218.99043345114794,2.0065783857345707,1.096115548429225,0.9104628373053456,57.14996191865683,229.35105570507406,205.69259663867595,0.7256084731646897,0.00527725991596074,0.014841897746622206,0.8369971060154576,-0.005959054582374351,0.024537991989399384,0,1,1,3,8,0,0,1.0288,1,1.5588,1,2.3427,1,0.0505,neutral,0
223.98097823318813,226.52192810531062,222.66087229355688,225.15219116210938,38677300,AAPL,2024-08-23,0.010288174603870104,0.0014568917236117418,0.0034947188851719435,224.35218811035156,222.47823944091797,217.97502746582032,221.63627019460972,219.4468599482562,2.189410246353532,1.3147744880140864,0.8746357583394455,84.03473511857727,230.2587775103396,205.69127742130104,0.7921405787925161,0.0067040590409830824,0.014964250085694167,0.7429564045468725,0.0035658357446655123,0.03292654108009908,1,1,1,4,8,0,1,0.1499,1,-0.1543,0,0.9522,1,0.1282,positive,0
225.0727813784282,225.58891654674125,222.22414052811973,225.48965454101562,30602200,AAPL,2024-08-26,0.0014988234276755996,0.0034451797326982003,0.0057107164678817934,224.60826721191407,223.4360595703125,218.43122253417968,222.22909855559524,219.89447436253465,2.3346241930605913,1.5187444290233874,0.815879764037204,91.25436873197299,231.13387476048402,205.72857030787534,0.7778330021285509,0.006659380347899736,0.014963663500458758,0.5910823291450628,0.003924109027874664,0.03231420822053703,1,1,1,0,8,1,0,0.3742,1,1.1489,1,-1.9412,0,-0.0438,neutral,0
224.31844891527626,227.14724957253156,223.21670725505913,226.33334350585938,35934600,AAPL,2024-08-27,0.0037415861342333656,0.01558816408714847,0.0067105521420094405,224.91000671386718,224.10702819824218,218.90184173583984,222.86052085563585,220.37142763241056,2.4890932232252965,1.7128141878637693,0.7762790353615272,90.58612775085513,232.05823299590966,205.74545047577,0.7824293388032634,0.006733301455449738,0.014967586123670554,0.6979259124023796,0.006328472497904384,0.03394901436684811,1,1,1,1,8,0,0,-0.6753,0,0.4254,1,-3.1487,0,-0.0109,neutral,0
226.22416240429726,228.149730282918,224.00082364270057,224.8048095703125,38052200,AAPL,2024-08-28,-0.006753463329221332,-0.0015428745774308528,0.00039757035959842035,224.92787475585936,224.58048095703126,219.13344497680663,223.15964219635532,220.69982629447736,2.4598159018779597,1.8622145306666074,0.5976013712113524,82.29625970130267,232.54465419855063,205.72223575506263,0.7114412093280624,0.007679064843247365,0.014780788506389555,0.7477564427873137,-0.000547131766929469,0.025880871786167263,0,1,1,2,8,0,0,1.457,1,-1.6425,0,-1.8147,0,0.0119,neutral,0
228.3879521456165,231.18696212304621,227.1770283167567,228.0802459716797,51906300,AAPL,2024-08-29,0.014570134898927556,0.011488737414304895,0.023426750486398307,225.9720489501953,225.08370819091797,219.71322174072264,223.91665816178985,221.2465240483442,2.6701341134456413,2.023798447222414,0.6463356662232274,82.6086419528852,233.6351405707178,205.7913029107275,0.800498240663836,0.008230892721752557,0.014439998326964179,1.0307303039232896,0.00932945924630279,0.038081569077489254,1,1,1,3,8,0,0,-0.3438,0,-3.8905,0,-3.9036,0,0.0666,neutral,0
228.4772602189495,228.68568922028223,225.78741746908054,227.29611206054688,52990800,AAPL,2024-08-30,-0.003437973805193839,0.00425376367341368,0.009522096531114244,226.4008331298828,225.3765106201172,220.17943572998047,224.436574146214,221.69464167887773,2.7419324673362837,2.167425251245188,0.5745072160910958,78.09889872337476,234.47529337237057,205.88357808759037,0.7489069389133786,0.008177075502786391,0.014467765257693497,1.1102230112925093,0.003954397686118293,0.0323221662684885,1,1,1,4,8,0,1,-2.7205,0,-2.8908,0,-3.5327,0,0.0716,neutral,0
226.84948058831634,227.2961293418145,219.52438650802387,221.11248779296875,50190600,AAPL,2024-09-03,-0.027205147556289666,-0.016424567536616252,-0.019411829589062957,225.52539978027343,225.06683349609375,220.86142044067384,223.92517624571474,221.65151916881038,2.2736570769043567,2.1886716163770217,0.08498546052733502,53.27508982228882,233.8462262229306,207.87661465841708,0.5096677361215644,0.015419069994581841,0.010961564613630825,1.1339441059672672,-0.019567250480895398,0.0011367641835951625,0,1,1,1,9,0,0,-0.8619,0,-0.8754,0,-1.1941,0,-0.0592,neutral,0
220.01074262314262,220.12984491677884,215.86183603349318,219.20677185058594,43840200,AAPL,2024-09-04,-0.008618762157690418,-0.03890505327758875,-0.03148706039014948,224.10008544921874,224.50504608154296,221.54924392700195,223.19926787723338,221.47042677486783,1.7288411023655499,2.0967055135747272,-0.36786441120917734,48.21505509291706,232.37463203900785,210.72385581499606,0.3918065545285206,0.014885904453359763,0.0108937962916776,1.0202286637567166,-0.021835393720729436,-0.010573144078017412,0,0,1,2,9,0,0,0.6928,1,0.0272,1,0.8196,1,0.0385,neutral,0
219.9809527371486,223.80229748015876,219.87177059333374,220.72537231445312,36615400,AAPL,2024-09-05,0.0069277078032163875,-0.02890828042119542,-0.01814657463804592,223.28419799804686,224.1060363769531,222.18461074829102,222.81866855988255,221.41523755557785,1.4034310043047071,1.9580506117207233,-0.5546196074160161,44.89080348655485,230.96448289026142,213.40473860632062,0.41689865121843855,0.01599525332501333,0.010716077668659065,0.8796301245582528,-0.011459949725668099,-0.0065676845436025335,0,0,1,3,9,0,0,-0.7015,0,-1.0208,0,0.1754,1,0.1262,positive,0
222.28367202274,223.5640821152314,218.13478104858405,219.17697143554688,48423000,AAPL,2024-09-06,-0.007015056142709031,-0.008753537064962735,-0.03903571086659696,221.5035430908203,223.7377960205078,222.56955490112304,222.2584074638309,221.24944006520516,1.0089673986257424,1.7682339691017273,-0.7592665704759849,38.69427058513103,229.93393386751237,215.20517593473372,0.26966262319406575,0.012387034724806158,0.010436399339114137,1.1615294202307562,-0.010503541491069926,-0.01524280114179735,0,0,0,4,9,0,1,0.0408,1,0.8333,1,0.7608,1,0.1131,positive,0
219.17701543505086,219.6236642204836,215.09759492361837,219.26634216308594,67180000,AAPL,2024-09-09,0.0004077560108333156,0.0002717539791179391,-0.03532735260919018,219.89758911132813,223.14921112060546,222.81372528076173,221.79808972525475,221.10254392430744,0.6955458009473148,1.5536963354708448,-0.8581505345235301,39.20215570890196,229.30760818179976,216.3198423797237,0.22686733253723917,0.012842057820774537,0.010055492013377396,1.5645844046474537,-0.002870640604989126,-0.015920846497251586,0,0,0,0,9,1,0,-0.3621,0,0.842,1,-2.0778,0,-0.0628,neutral,0
217.29112653781655,219.83207646515766,215.1174187834135,218.47227478027344,51591000,AAPL,2024-09-10,-0.0036214741167246434,-0.010207696154521995,-0.011940587521982904,219.36954650878906,222.44747314453124,222.94176635742187,221.28642588756531,220.9077091728975,0.378716714667803,1.3187004113102365,-0.9399836966424335,36.23068186253206,228.94507929811925,216.93845341672449,0.1277479100767172,0.006252041390219777,0.01000766259209963,1.182843981913545,-0.004090229217297808,-0.020047798356378457,0,0,0,1,9,0,0,1.1585,1,1.0858,1,-1.5083,0,-0.048,neutral,0
219.81224273641337,221.4301044903715,216.26879790334314,221.00331115722656,44587100,AAPL,2024-09-11,0.011585160540387607,0.008332717208918705,0.008195637805683997,219.72885437011718,221.91446990966796,223.01074905395507,221.2428697752055,220.9147908013663,0.32807897383918316,1.120576123816026,-0.7924971499768427,42.71811240830293,228.8838183288956,217.13767977901455,0.3290980573289821,0.007598950414138816,0.00958919632167257,1.021757470698185,0.005800133945825145,-0.009001529770400557,1,0,0,2,9,0,0,0.0494,1,-2.8474,0,-0.8848,0,0.0081,neutral,0
220.84449248276735,221.8866830044339,218.1844402475294,221.11248779296875,37455600,AAPL,2024-09-12,0.0004940045249570701,0.008419648960576342,0.0017538331658768502,219.8062774658203,221.54523773193358,223.06285934448243,221.22281100870754,220.9294350229665,0.2933759857410507,0.9551360962010309,-0.6617601104599802,46.321113653307286,228.84384846824068,217.2818702207242,0.33131160515165875,0.007004776020868391,0.009581205800610946,0.8627856484799679,0.005942552424834925,-0.008743596120148661,1,0,0,3,9,0,0,-0.1212,0,-2.6844,0,2.7382,1,0.0409,neutral,0
