ticker,date,datetime,headline,summary,link,source,sentiment_label,sentiment_score,prob_positive,prob_negative,prob_neutral,close,price_change_1d,label_1d,price_change_3d,label_3d,price_change_5d,label_5d,sent_roll3,sent_roll5,sent_momentum,sent_std5,pos_neg_ratio,price_mom1,price_mom5,volatility5,sma5,sma10,above_sma10,dist_sma10,day_of_week,month,is_monday,is_friday,ticker_enc,sentiment_enc
AAPL,2026-05-26,2026-05-26 12:14:00,Here’s the defensive stock-market trade that works no matter where bond yields end up,"JPMorgan says low-volatility stocks have underperformed this year, are ready to bust out no matter what the macro backdrop looks like.",https://www.marketwatch.com/story/heres-the-defensive-stock-market-trade-that-works-no-matter-where-bond-yields-end-up-eec83a67,MarketWatch,neutral,0.0,0.2132,0.1242,0.6625,308.3299865722656,0.8173,1,1.2097,1,2.2281,1,0.0,0.18596,0.0,0.41581920109586096,0.2,0.0,-0.001586751960143129,0.0007096170492622125,308.42799072265626,307.8579956054688,1.0,0.0015331450653687938,1,5,0,0,0,0
AAPL,2026-05-26,2026-05-26 10:00:00,"Tech stocks today: Dell soars on AI sales, Anthropic overtakes OpenAI as world's most valuable AI startup",Tech stocks rose to start the holiday-shortened week as investors looked to the latest mega IPOs and continued to assess what Nvidia's latest earnings mean...,https://finance.yahoo.com/sectors/technology/live/tech-stocks-today-dell-soars-on-ai-sales-anthropic-overtakes-openai-as-worlds-most-valuable-ai-startup-100000680.html,Yahoo Entertainment,positive,0.9425,0.9425,0.0291,0.0283,308.3299865722656,0.8173,1,1.2097,1,2.2281,1,0.31416666666666665,0.37446,0.6283333333333334,0.5127701317354592,0.4,0.0,-0.001586751960143129,0.0007096170492622125,308.3299865722656,308.19199523925784,1.0,0.0004477447018072722,1,5,0,0,0,1
AAPL,2026-05-26,2026-05-26 10:00:00,"Tech stocks today: Dell stock soars on AI sales, Anthropic overtakes OpenAI as world's most valuable AI startup",Tech stocks rose to start the holiday-shortened week as investors looked to the latest mega IPOs and continued to assess what Nvidia's latest earnings mean...,https://finance.yahoo.com/sectors/technology/live/tech-stocks-today-dell-stock-soars-on-ai-sales-anthropic-overtakes-openai-as-worlds-most-valuable-ai-startup-100000518.html,Yahoo Entertainment,positive,0.9365,0.9365,0.0356,0.0279,308.3299865722656,0.8173,1,1.2097,1,2.2281,1,0.6263333333333333,0.3758,0.3101666666666667,0.5145897152100887,0.4,0.0,0.0,0.0,308.3299865722656,308.5259948730469,0.0,-0.0006353056275271935,1,5,0,0,0,1
AAPL,2026-05-27,2026-05-27 22:18:03,ol-sdk added to PyPI,Python client for Oxford Ledge Financial Terminal,https://pypi.org/project/ol-sdk/,Pypi.org,neutral,0.0,0.0509,0.0161,0.9331,310.8500061035156,0.534,1,-1.4605,0,-0.1898,0,0.6263333333333333,0.3758,-0.6263333333333333,0.5145897152100887,0.4,0.008173125031610828,0.008173125031610828,0.003655132631857386,308.8339904785156,308.72899475097654,1.0,0.006870139794449534,2,5,0,0,0,0
AAPL,2026-05-27,2026-05-27 16:56:50,This One Decision Could Make or Break Apple Stock,Apple's new CEO now faces the challenge of proving Apple can still lead the next tech revolution.,https://www.barchart.com/story/news/2157076/this-one-decision-could-make-or-break-apple-stock,Barchart.com,neutral,0.0,0.1967,0.0319,0.7714,310.8500061035156,0.534,1,-1.4605,0,-0.1898,0,0.31216666666666665,0.3758,-0.31216666666666665,0.5145897152100887,0.4,0.0,0.008173125031610828,0.003655132631857386,309.33799438476564,308.93199462890624,1.0,0.00620852326063971,2,5,0,0,0,0
AAPL,2026-05-27,2026-05-27 15:41:43,Why Amazon’s AI Game Looks Completely Different Than Every Other Tech Giant,"Amazon is approaching AI very differently from its rivals, and investors should pay attention to it.",https://www.barchart.com/story/news/2155192/why-amazons-ai-game-looks-completely-different-than-every-other-tech-giant,Barchart.com,neutral,0.0,0.0585,0.0377,0.9038,310.8500061035156,0.534,1,-1.4605,0,-0.1898,0,0.0,0.3758,0.0,0.5145897152100887,0.4,0.0,0.008173125031610828,0.003655132631857386,309.8419982910156,309.13499450683594,1.0,0.00554777565514914,2,5,0,0,0,0
AAPL,2026-05-28,2026-05-28 19:50:09,TSMC CEO Promises Staff Massive 30% Bonus Bump as Profits Surge. This Is a Clear Message for TSM Stock Bulls.,TSMC CEO pledges 30%+ staff bonuses as Q1 revenue hits $35.9 billion and AI demand surges. Here's why TSM stock looks like a long-term winner for investors.,https://www.barchart.com/story/news/2184743/tsmc-ceo-promises-staff-massive-30-bonus-bump-as-profits-surge-this-is-a-clear-message-for-tsm-stock-bulls,Barchart.com,positive,0.573,0.573,0.0267,0.4003,312.510009765625,-0.144,0,0.8608,1,-0.4096,0,0.19099999999999998,0.3019,0.382,0.43290969035123267,0.4,0.005340207912225559,0.013556979130797897,0.0038339196613239434,310.6780029296875,309.5039947509766,1.0,0.00971236257246706,3,5,0,0,0,1
AAPL,2026-06-03,2026-06-03 21:02:24,Apple Stock Has Been Hot Lately. New AI Features Could Provide the Next Boost,"Apple stock has been on a hot streak alongside a broader AI and tech rally, with next week's Worldwide Developers Conference potentially serving as the next ...",https://www.investopedia.com/apple-stock-has-been-hot-lately-new-ai-features-could-provide-the-next-boost-aapl-11988191,Investopedia,positive,0.8616,0.8616,0.0291,0.1093,310.260009765625,0.3126,1,-2.8105,0,-6.0208,0,0.4782,0.28692,0.3834,0.40591505515316895,0.4,-0.007199769382386978,0.0062596026251473535,0.005898776473108737,311.0640075683594,309.6969970703125,1.0,0.0018179468985445098,2,6,0,0,0,1
AAPL,2026-06-03,2026-06-03 14:26:00,"Investors would be crazy to turn bearish on stocks now, says veteran strategist. In six months, maybe not.","Marco Papic is worried about where stocks are headed in six to 12 months from now, with massive tech IPOs a big part of that concern.",https://www.marketwatch.com/story/investors-would-be-crazy-to-turn-bearish-on-stocks-now-says-veteran-strategist-maybe-not-in-six-months-5c62a9d2,MarketWatch,neutral,0.0,0.0467,0.2796,0.6737,310.260009765625,0.3126,1,-2.8105,0,-6.0208,0,0.4782,0.28692,-0.4782,0.40591505515316895,0.4,0.0,-0.0018980097355834058,0.0044627039430453945,310.9460083007813,309.88999938964844,1.0,0.0011940055397248238,2,6,0,0,0,0
AAPL,2026-06-03,2026-06-03 14:24:53,"Dear Amazon Stock Fans, Mark Your Calendars for June 23",Amazon is set for its Prime Day Sale scheduled for June 23-26.,https://www.barchart.com/story/news/2283729/dear-amazon-stock-fans-mark-your-calendars-for-june-23,Barchart.com,neutral,0.0,0.0236,0.0308,0.9456,310.260009765625,0.3126,1,-2.8105,0,-6.0208,0,0.2872,0.28692,-0.2872,0.40591505515316895,0.4,0.0,-0.0018980097355834058,0.0044627039430453945,310.8280090332031,310.0830017089844,1.0,0.0005708408899070381,2,6,0,0,0,0
AAPL,2026-06-03,2026-06-03 13:42:38,How the latest S&P 500 surge is like the setup to the Black Monday stock crash,"If there is one constant amid this AI-fueled, record-setting run for the stock market, it’s the debate over whether it’s all one big bubble.",https://finance.yahoo.com/markets/article/how-the-latest-sp-500-surge-is-like-the-setup-to-the-black-monday-stock-crash-134238078.html,Yahoo Entertainment,neutral,0.0,0.0314,0.1332,0.8354,310.260009765625,0.3126,1,-2.8105,0,-6.0208,0,0.0,0.28692,0.0,0.40591505515316895,0.4,0.0,-0.0018980097355834058,0.0044627039430453945,310.710009765625,310.2760040283203,0.0,-5.154850032760272e-05,2,6,0,0,0,0
AAPL,2026-06-03,2026-06-03 13:14:20,What Apple Stock Was Shouting Before the Surge,"Before the stock took off, management gave investors a live A/B test on its most important product, and the results were unambiguous.",https://www.trefis.com/articles/601228/what-apple-stock-was-shouting-before-the-surge/2026-06-03,Trefis,neutral,0.0,0.09,0.0541,0.8559,310.260009765625,0.3126,1,-2.8105,0,-6.0208,0,0.0,0.17232,0.0,0.385319233882764,0.2,0.0,-0.007199769382386978,0.003219834752267792,310.260009765625,310.46900634765626,0.0,-0.0006731640767942925,2,6,0,0,0,0
AAPL,2026-06-05,2026-06-05 20:42:34,Apple Has a Big Week Ahead With AI Siri Expected at WWDC. Here's How Much Traders See The Stock Moving,The iPhone maker is expected to reveal new AI features at its annual Worldwide Developers Conference on Monday that could influence the trajectory of its...,https://www.investopedia.com/apple-has-a-big-week-ahead-with-ai-siri-expected-at-wwdc-here-is-how-much-traders-see-the-stock-moving-11991784,Investopedia,neutral,0.0,0.1247,0.014,0.8613,307.3399963378906,-1.8872,0,-5.1279,0,-5.2743,0,0.0,0.0,0.0,0.0,0.0,-0.009411504337733412,-0.009411504337733412,0.004208952693941209,309.67600708007814,310.37000732421876,0.0,-0.009762576649885264,4,6,0,1,0,0
AAPL,2026-06-05,2026-06-05 19:01:06,Apple Stock Nears All-Time High: Where Will It End The Year?,"Apple (NASDAQ:AAPL) just hit a fresh all-time high, and the question on every shareholder’s mind is whether the run has legs into year-end. Our model says...",https://247wallst.com/investing/2026/06/05/apple-stock-nears-all-time-high-where-will-it-end-the-year/,24/7 Wall St.,neutral,0.0,0.402,0.0264,0.5716,307.3399963378906,-1.8872,0,-5.1279,0,-5.2743,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009411504337733412,0.004208952693941209,309.0920043945313,310.0190063476563,0.0,-0.008641437959972678,4,6,0,1,0,0
AAPL,2026-06-05,2026-06-05 17:41:38,"Why is the US stock market down today? Dow Jones, S&P 500 and Nasdaq crash big as strong jobs report, rising Treasury yields and AI stock selloff shake Wall Street — here are today's biggest gainers and losers","Why is the stock market down today? A hotter-than-expected jobs report erased any lingering hope for near-term Federal Reserve rate cuts — and the US stock market is paying a steep price for that reality check. The Dow Jones fell more than 400 points, the S&P…",https://economictimes.indiatimes.com/news/international/us/why-is-the-us-stock-market-down-today-dow-jones-sp-500-and-nasdaq-crash-big-as-strong-jobs-report-rising-treasury-yields-and-ai-stock-selloff-shake-wall-street-here-are-todays-biggest-gainers-and-losers/articleshow/131537800.cms,The Times of India,negative,-0.9548,0.0156,0.9548,0.0296,307.3399963378906,-1.8872,0,-5.1279,0,-5.2743,0,-0.31826666666666664,-0.19096,-0.6365333333333334,0.4269995409833598,-0.2,0.0,-0.009411504337733412,0.004208952693941209,308.50800170898435,309.6680053710937,0.0,-0.00751775770445936,4,6,0,1,0,-1
AAPL,2026-06-08,2026-06-08 20:04:54,Why I Keep Loading Up On This Tech Giant,"I bought more Apple (NASDAQ:AAPL) last week, and I will probably buy more next month. That has been the rhythm of my portfolio for years now, and the...",https://247wallst.com/investing/2026/06/08/why-i-keep-loading-up-on-this-tech-giant/,24/7 Wall St.,neutral,0.0,0.1107,0.0251,0.8643,301.5400085449219,-3.6446,0,-1.9599,0,,0,-0.31826666666666664,-0.19096,0.31826666666666664,0.4269995409833598,-0.2,-0.01887156849768501,-0.028105462986642515,0.00843691397460107,306.7640014648438,308.73700561523435,0.0,-0.023311093064372675,0,6,1,0,0,0
AAPL,2026-06-08,2026-06-08 16:19:14,"Apple stock price prediction after WWDC 2026: With Apple (AAPL) trading near its all-time high of $302.25, will AI-powered Siri drive the stock above $400?","Apple stock price is once again at the center of Wall Street's attention after WWDC 2026. As Apple stock trades near $302, investors are debating whether the company's biggest artificial intelligence decision in years will unlock a new growth era or expose a …",https://economictimes.indiatimes.com/news/international/us/apple-stock-price-today-live-after-wwdc-2026-predication-analysis-with-apple-aapl-trading-near-its-all-time-high-of-302-25-will-ai-powered-siri-drive-the-stock-above-400/articleshow/131592017.cms,The Times of India,neutral,0.0,0.1112,0.2346,0.6542,301.5400085449219,-3.6446,0,-1.9599,0,,0,-0.31826666666666664,-0.19096,0.31826666666666664,0.4269995409833598,-0.2,0.0,-0.028105462986642515,0.008436913974601072,305.02000122070314,307.64000549316404,0.0,-0.01982836054908896,0,6,1,0,0,0
AAPL,2026-06-08,2026-06-08 15:19:57,Is Apple Inc. (AAPL) A Good Stock To Buy Now?,"Is AAPL a good stock to buy? We came across a bullish thesis on Apple Inc. on X.com by @MoneyShow. In this article, we will summarize the bulls’ thesis on...",https://finance.yahoo.com/markets/stocks/articles/apple-inc-aapl-good-stock-151957798.html,Yahoo Entertainment,neutral,0.0,0.0626,0.0238,0.9136,301.5400085449219,-3.6446,0,-1.9599,0,,0,0.0,-0.19096,0.0,0.4269995409833598,-0.2,0.0,-0.01887156849768501,0.008439622000573454,303.86000366210936,306.76800537109375,0.0,-0.017042184108631626,0,6,1,0,0,0
AAPL,2026-06-08,2026-06-08 12:14:57,"Why ROM Holders Watched $10,000 Evaporate to $8,655 When NVIDIA and Broadcom Stumbled on Friday","A holder who started Friday, June 5, 2026 with $10,000 in ProShares Ultra Technology (NYSEARCA:ROM) ended the day with about $8,655. The fund opened at...",https://247wallst.com/investing/2026/06/08/why-rom-holders-watched-10000-evaporate-to-8655-when-nvidia-and-broadcom-stumbled-on-friday/,24/7 Wall St.,neutral,0.0,0.0707,0.3475,0.5818,301.5400085449219,-3.6446,0,-1.9599,0,,0,0.0,-0.19096,0.0,0.4269995409833598,-0.2,0.0,-0.01887156849768501,0.008439622000573454,302.70000610351565,305.89600524902346,0.0,-0.014240122882792996,0,6,1,0,0,0
AAPL,2026-06-08,2026-06-08 12:04:20,Tech stocks today: Apple stock falls after a long-awaited AI Siri update,"Tech stocks are recovering from a brusing sell-off ahead of Oracle earnings, Apple's Worldwide Developers Conference, and the highly anticipated SpaceX IPO.",https://finance.yahoo.com/sectors/technology/live/tech-stocks-today-openai-joins-anthropic-spacex-in-filing-ipo-paperwork-apple-stock-falls-after-wwdc-120420800.html,Yahoo Entertainment,negative,-0.9671,0.0217,0.9671,0.0112,301.5400085449219,-3.6446,0,-1.9599,0,,0,-0.32236666666666663,-0.19341999999999998,-0.6447333333333334,0.4325002682080093,-0.2,0.0,-0.01887156849768501,0.008439622000573454,301.5400085449219,305.0240051269531,0.0,-0.011422040637690712,0,6,1,0,0,-1
AAPL,2026-06-09,2026-06-09 21:01:39,Apple Kicks Off WWDC. How to Play AAPL Stock Here.,"Apple just headed into WWDC 2026 with record earnings, rising AI expectations, and growing pressure to deliver on Apple Intelligence.",https://www.barchart.com/story/news/2387643/apple-kicks-off-wwdc-how-to-play-aapl-stock-here,Barchart.com,positive,0.787,0.787,0.0617,0.1513,290.54998779296875,0.3545,1,0.1996,1,,0,-0.06003333333333331,-0.03601999999999998,0.8470333333333333,0.6221262347787625,0.0,-0.03644631040831148,-0.03644631040831148,0.016299285520408515,299.3420043945313,303.0530029296875,0.0,-0.04125685941353185,1,6,0,0,0,1
AAPL,2026-06-09,2026-06-09 14:45:00,"Apple's Siri AI Was Finally Announced, So Why Is the Stock Tanking?","Apple's Siri AI selloff looks more like impatience than insight, and with analysts firmly bullish this dip could end up being an opportunity.",https://www.marketbeat.com/originals/apples-siri-ai-was-finally-announced-so-why-is-the-stock-tanking/?utm_source=yahoofinance&amp;utm_medium=yahoofinance,MarketBeat,negative,-0.6202,0.1163,0.6202,0.2635,290.54998779296875,0.3545,1,0.1996,1,,0,-0.26676666666666665,-0.16005999999999998,-0.3534333333333333,0.6729047911852017,-0.2,0.0,-0.03644631040831148,0.016299285520408515,297.1440002441406,301.0820007324219,0.0,-0.03498054654158205,1,6,0,0,0,-1
AAPL,2026-06-10,2026-06-10 20:38:17,Stocks Settle Sharply Lower on Escalating Middle East Tensions,"The S&P 500 Index ($SPX ) (SPY ) on Wednesday closed down -1.62%, the Dow Jones Industrial Average ($DOWI ) (DIA ) closed down -1.87%, and the Nasdaq 100 Ind...",https://www.barchart.com/story/news/2408795/stocks-settle-sharply-lower-on-escalating-middle-east-tensions,Barchart.com,negative,-0.9733,0.0071,0.9733,0.0196,291.5799865722656,1.389,1,,0,,0,-0.2688333333333333,-0.35472000000000004,-0.7044666666666668,0.7512457900048426,-0.4,0.003544996808021894,-0.03303051565435122,0.016766046473624594,295.15199584960936,299.50599975585936,0.0,-0.026463620728982336,2,6,0,0,0,-1
AAPL,2026-06-11,2026-06-11 22:50:53,Does Apple Stock Have More Upside?,"Apple (AAPL) stock is at an interesting point right now. It has strong momentum, and if you bet on it, you are betting on a company with strong margin, good...",https://www.trefis.com/articles/602477/does-apple-stock-have-more-upside/2026-06-11,Trefis,positive,0.5544,0.5544,0.0178,0.4278,295.6300048828125,-1.5222,0,,0,,0,-0.3463666666666667,-0.24383999999999997,0.9007666666666667,0.8509820756044161,-0.2,0.013889904990249002,-0.01959940138832006,0.019115067838739404,293.9699951171875,298.3350006103516,0.0,-0.009066974113010686,3,6,0,0,0,1
AAPL,2026-06-11,2026-06-11 15:28:59,Waymo Is Doubling Down on Self-Driving Car Ambitions. What That Means for GOOGL Stock.,Waymo's $220 million Arizona testing expansion suggests Alphabet is building a larger runway for future autonomous transportation growth.,https://www.barchart.com/story/news/2424468/waymo-is-doubling-down-on-self-driving-car-ambitions-what-that-means-for-googl-stock,Barchart.com,neutral,0.0,0.2606,0.0112,0.7282,295.6300048828125,-1.5222,0,,0,,0,-0.13963333333333336,-0.05042,0.13963333333333336,0.74932943489496,0.0,0.0,-0.01959940138832006,0.019115067838739404,292.7879943847656,297.16400146484375,0.0,-0.005162121166997177,3,6,0,0,0,0
AMD,2026-05-28,2026-05-28 19:50:09,TSMC CEO Promises Staff Massive 30% Bonus Bump as Profits Surge. This Is a Clear Message for TSM Stock Bulls.,TSMC CEO pledges 30%+ staff bonuses as Q1 revenue hits $35.9 billion and AI demand surges. Here's why TSM stock looks like a long-term winner for investors.,https://www.barchart.com/story/news/2184743/tsmc-ceo-promises-staff-massive-30-bonus-bump-as-profits-surge-this-is-a-clear-message-for-tsm-stock-bulls,Barchart.com,positive,0.573,0.573,0.0267,0.4003,518.0900268554688,-0.3841,0,0.6659,1,0.9863,1,0.573,0.573,0.0,0.0,0.2,0.0,0.0,0.0,518.0900268554688,518.0900268554688,0.0,0.0,3,5,0,0,1,1
AMD,2026-05-28,2026-05-28 18:10:47,Build a test suite that grows with your agent with dataset management in Amazon Bedrock AgentCore,"Agent evaluation is most powerful when you combine fast-moving online signals with stable offline baselines. To understand whether your agent is truly improving over time, you need a fixed benchmark alongside your changing real-world traffic. Managing test ca…",https://aws.amazon.com/blogs/machine-learning/build-a-test-suite-that-grows-with-your-agent-with-dataset-management-in-amazon-bedrock-agentcore/,Amazon.com,neutral,0.0,0.1317,0.0106,0.8577,518.0900268554688,-0.3841,0,0.6659,1,0.9863,1,0.2865,0.2865,-0.2865,0.4051721856198917,0.2,0.0,0.0,0.0,518.0900268554688,518.0900268554688,0.0,0.0,3,5,0,0,1,0
AMD,2026-05-28,2026-05-28 15:32:31,"PHLX Semiconductor Index posts best start to year on record, adding $5.7 trillion in market cap","The unprecedented semiconductor rally highlights AI's transformative impact on tech markets, but raises concerns over valuation and concentration risks.
The post PHLX Semiconductor Index posts best start to year on record, adding $5.7 trillion in market cap a…",https://cryptobriefing.com/phlx-semiconductor-index-best-start-record/,Crypto Briefing,positive,0.9372,0.9372,0.0241,0.0387,518.0900268554688,-0.3841,0,0.6659,1,0.9863,1,0.5034,0.5034,0.4338000000000001,0.4724606650293758,0.4,0.0,0.0,0.0,518.0900268554688,518.0900268554688,0.0,0.0,3,5,0,0,1,1
AMD,2026-05-28,2026-05-28 15:18:15,Aggressive Share Buybacks and Dominant Positioning Still Make Nvidia Stock a Top Buy Now,Nvidia’s financial and operating performance remains exceptionally robust despite the company operating at a significantly large scale.,https://www.barchart.com/story/news/2180032/aggressive-share-buybacks-and-dominant-positioning-still-make-nvidia-stock-a-top-buy-now,Barchart.com,positive,0.9529,0.9529,0.0188,0.0282,518.0900268554688,-0.3841,0,0.6659,1,0.9863,1,0.6300333333333333,0.615775,0.32286666666666664,0.44645860110429053,0.6,0.0,0.0,0.0,518.0900268554688,518.0900268554688,0.0,0.0,3,5,0,0,1,1
AMD,2026-05-29,2026-05-29 16:20:50,GraniteShares files for Speed of Light AI ETF targeting photonics and AI infrastructure,"GraniteShares' move into photonics and AI infrastructure highlights the growing need for sustainable, efficient computing solutions in tech.
The post GraniteShares files for Speed of Light AI ETF targeting photonics and AI infrastructure appeared first on Cry…",https://cryptobriefing.com/graniteshares-speed-of-light-ai-etf/,Crypto Briefing,neutral,0.0,0.1454,0.0093,0.8454,516.0999755859375,-1.1567,0,5.1192,1,-9.6338,0,0.6300333333333333,0.49261999999999995,-0.6300333333333333,0.4746890898261724,0.6,-0.003841130240645252,0.0,0.001920565120322626,517.6920166015625,517.6920166015625,0.0,-0.0030752666924943168,4,5,0,1,1,0
